0,0,0,0,0,0
-59.923,-23.94,-4.3836,-24.48,-67.813,150.5
-33.683,22.46,-3.5194,191.41,220.63,137.08
8.6393,-237.54,12.814,-109.36,241.06,165.45
0.3747,-0.5184,0.93251,5.3611e-06,-0.41411,-0.37471
0.15473,-0.38308,0.48646,0.0003043,-0.10335,-0.15504
0.061674,-0.19136,0.044687,-2.8014e-06,0.14667,-0.061671
0.019157,-0.015561,-0.33296,-1.427e-06,0.34852,-0.019156
0.0027622,0.090835,-0.5566,-7.7666e-07,0.46577,-0.0027613
7.6673e-05,0.11213,-0.60108,-2.9109e-08,0.48896,-7.664e-05
